prompt_id,model,question,condition,domain,pairwise,pragmatic_relevance,ctx_q_cosine,answer_multiplicity,answer_multiplicity_sd,eas_mean,eas_sd,eas_slope,eas_skew,eas_sparsity,eas_early,eas_mid,eas_late,eas_final_quarter,beam_score_entropy,beam_score_raw_std,beam_score_raw_range,beam_first_divergence_position,beam_length_mean,beam_length_sd,beam_sbert_cosine,caa_mean_l2,caa_mean_cosine,displacement_cosine_vs_direct,caa_per_layer_l2,caa_per_layer_cosine,beam_per_layer_cosine,h_fb_thirds,log_h_fb_thirds,h_fb_quintile,log_h_fb_quintile,halflife_rel,peak_pos_rel,peak_rate_pos,slope,mean_H,seq_len,median_pos_rel,p25_pos_rel,p75_pos_rel,exp_H0,exp_k,exp_Hasymp,exp_rmse,Qb1,Qb2,Qb3,Qb4,Qb5,shape_PC1,shape_PC2,shape_PC3
53,Qwen,14,no_context,economic,0,,,1.89,1.27,0.3910606087329203,0.1467533465221393,-0.000499189287956,-0.0179978681796089,0.4560822147651007,0.3935778856277466,0.4277684143483639,0.354699751418464,0.3424749146166601,2.281065232400453,0.2239282133952412,0.7133022226144871,0,96.9,41.27093408199044,0.6611639261245728,0.0,1.0000000226086585,1.0,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,0.876098;0.973333;0.972588;0.970130;0.996353;0.997163;0.996979;0.996359;0.995270;0.994279;0.993012;0.992503;0.992553;0.992288;0.991521;0.990924;0.990263;0.989332;0.988619;0.987315;0.983028;0.979174;0.972776;0.967105;0.965948;0.965125;0.965450;0.970451;0.818987,0.5353294332637946,-0.8089457545743747,0.4759363643122178,-0.688793921662908,0.3405490196078431,0.0,0.0,-0.025548872577674065,0.5261232623921568,136.7,0.48772549019607847,0.10788235294117647,0.6445098039215686,6.542087522352114,49.99999999999997,0.33744042173252786,0.7791744595452056,0.9787916616666665,0.45905632333333324,0.43117582666666665,0.33839822,0.3727004033333333,-0.020849330371690615,1.9991859325685704,0.6877882680488643
54,Qwen,14,direct_information,economic,14a,4.5,0.4652275443077087,1.89,1.27,0.430288046478425,0.1136863776926412,0.0003358393377667,0.0071385930700558,0.4744966442953021,0.4195855479240418,0.3930350969433784,0.479222177181925,0.4814188965057072,2.265122823132074,0.3029282879797781,0.9127714102466902,0,67.0,48.55718278483627,0.6733262538909912,33.08606115702925,0.963073335844895,1.0000000061659975,0.000000;1.140835;1.588084;2.274089;3.006357;4.203872;5.942984;5.883308;6.223794;7.585063;7.740937;8.892154;9.893332;10.331535;14.529487;16.814907;17.504660;18.794580;20.560104;23.911148;33.968639;46.494640;56.183575;77.605804;96.378174;121.125237;154.771851;186.146622;0.000000,1.000000;0.994488;0.994650;0.992748;0.987929;0.983221;0.982808;0.983585;0.981765;0.978188;0.983754;0.982072;0.981604;0.979297;0.972479;0.965195;0.963387;0.958390;0.958848;0.962541;0.945229;0.931436;0.927318;0.910816;0.905164;0.907468;0.906001;0.908745;1.000000,0.808193;0.938001;0.950499;0.946198;0.996310;0.997001;0.996722;0.996015;0.995027;0.994591;0.993221;0.993194;0.993385;0.993318;0.992655;0.992096;0.991845;0.990823;0.989992;0.988902;0.982833;0.978547;0.971396;0.960787;0.956916;0.946788;0.944459;0.935782;0.580366,0.7310659561966115,-0.3288870212299702,0.585783294097871,-0.564208511020519,0.40933333333333327,0.0,0.0,-0.0026585468511489503,0.505478846,150.0,0.49333333333333335,0.09666666666666665,0.7373333333333333,6.156923088749041,49.99999999999999,0.37014888674631957,0.8215097582680272,0.82953514,0.42973046666666664,0.38766608333333336,0.3925450466666667,0.48791749333333334,0.2057894232121117,0.7385078258145575,0.11852194085740243
55,Qwen,14,implicature_information,economic,14b,3.38,0.432982862,1.89,1.27,0.2865145561595758,0.0348263139556966,0.0009266790583603,0.0367577138943075,0.3746666666666666,0.2489593492746353,0.2739735876619815,0.3366107315421104,0.3301500709433305,2.2996306634116204,0.0772642676027757,0.2693500036932528,2,120.8,6.273754856543249,0.8358369469642639,60.9412813597712,0.9127821552342382,0.6024763779393558,0.000000;1.464007;2.011879;3.209340;4.215318;5.681237;7.538085;7.478665;8.014435;10.554455;11.745578;13.691883;14.509274;15.192702;18.031364;19.526909;21.351732;23.832539;26.654793;38.720146;58.103714;76.890404;93.715149;120.489494;159.046875;183.371002;248.086563;283.850250;290.319366,1.000000;0.991158;0.991652;0.985474;0.976368;0.968993;0.971768;0.973349;0.969570;0.957379;0.962438;0.956793;0.960291;0.954767;0.956957;0.951855;0.943370;0.933376;0.931539;0.900092;0.833625;0.803805;0.793785;0.773876;0.730641;0.777583;0.745117;0.775061;1.000000,0.950833;0.989903;0.989845;0.990184;0.999027;0.999104;0.999082;0.998845;0.998201;0.997735;0.997552;0.997291;0.997191;0.996959;0.996665;0.996478;0.996071;0.995640;0.995269;0.994627;0.993668;0.992015;0.989763;0.988446;0.989523;0.991027;0.991508;0.991473;0.887173,1.4350975706949893,0.31172522670323743,1.997474553027032,0.6336956878094082,0.5446666666666667,0.5873333333333333,0.6241610738255033,0.0009266790335570463,0.286514552,150.0,0.49366666666666675,0.3133333333333333,0.7826666666666667,0.16175962896058257,2.881409539415859,4.314268542532526,0.41395287904958666,0.18548401666666667,0.3265484533333333,0.27951379,0.29233567,0.34869083,-3.2370697663357397,-0.6888868079447766,0.8996192110714015
56,Qwen,14,stochastic_information,economic,14c,1.0,0.3003556132316589,1.89,1.27,0.3001390619277955,0.042379106721649,7.791015103507563e-05,-0.0037658781782961,0.374,0.2906994916796684,0.2905809729099274,0.3191367211937904,0.2863408061234574,2.2997642553019864,0.0768564598149384,0.2628223546842734,0,120.5,4.924428900898052,0.7869772911071777,59.808535012705576,0.9157669338686713,0.5331780915630275,0.000000;1.229841;1.649014;2.250656;3.031670;4.658978;6.632727;6.862992;6.994367;8.789444;9.757101;10.824850;11.563831;12.145605;14.544646;15.853483;17.963675;22.620491;25.322386;39.346653;61.952080;80.051628;96.083412;126.933327;156.218567;188.680389;238.368454;276.696075;287.421173,1.000000;0.993736;0.994388;0.992870;0.987723;0.979255;0.978727;0.977614;0.977050;0.970638;0.974249;0.973332;0.974736;0.971314;0.972167;0.967585;0.959750;0.940156;0.937736;0.892470;0.807302;0.782985;0.773104;0.742982;0.734573;0.759240;0.757959;0.783600;1.000000,0.941662;0.986945;0.987970;0.987419;0.998733;0.998829;0.998785;0.998467;0.997528;0.996790;0.996241;0.995750;0.995598;0.995308;0.994747;0.994520;0.994143;0.993592;0.993133;0.992192;0.990426;0.988048;0.983124;0.980875;0.982141;0.984303;0.985352;0.985337;0.868773,1.1922590273303602,0.03304843312997204,1.037754067342531,-0.11347109175226407,0.514,0.5846666666666666,0.6436241610738255,7.791036668296334e-05,0.30013905799999996,150.0,0.4966666666666667,0.25066666666666665,0.7273333333333334,0.32839483497650723,7.758766130247632,2.3032691479766414,0.43642763947616403,0.29372360666666664,0.31813346666666664,0.2602978066666667,0.35200490666666673,0.2765355033333333,-3.2469837103994763,-0.25678821844115257,0.6672683883982632
57,Qwen,15,no_context,economic,0,,,3.11,1.54,0.4725358722793976,0.1220220125462496,0.0015187548760621,0.0418522586812579,0.5281879194630872,0.3911857922673225,0.472656889975071,0.55542267056144,0.525012975617459,2.2933811091636036,0.1435762019211966,0.4696543202921748,0,95.2,45.472629130060206,0.7839955687522888,0.0,0.9999999897233371,1.0,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,0.876271;0.972283;0.976387;0.976343;0.998208;0.998517;0.998420;0.998197;0.997651;0.997404;0.997086;0.996893;0.996854;0.996766;0.996348;0.996179;0.995969;0.995581;0.995304;0.994494;0.992231;0.989880;0.986593;0.983031;0.980411;0.977006;0.976079;0.972632;0.783473,0.9035276469590405,-0.11511542811970214,0.6950703977070384,-0.38972222585204713,0.504,0.0,0.0,-0.0014879410619138738,0.5474450106666666,150.0,0.5223333333333333,0.15333333333333332,0.7473333333333334,5.990122740416831,49.99999999999999,0.4171141923085292,0.8361676578560935,0.76727109,0.3878259333333334,0.44890456,0.6061023999999999,0.52712107,1.6780787136099913,-0.713363033253915,-0.7324656739859555
58,Qwen,15,direct_information,economic,15a,3.38,0.3099756240844726,3.11,1.54,0.4225779014545798,0.1004614761801857,0.0023547957512853,0.0680782480286974,0.4704697986577181,0.2952918760776519,0.4294996247291564,0.5453986178855507,0.5632826532188214,2.2822797424016747,0.2184053800593318,0.7317285045608878,0,93.1,45.69562342281808,0.753450870513916,23.874730882973505,0.9766228651178296,1.0000000164426606,0.000000;1.217762;1.576276;2.251585;2.736705;4.026170;5.383322;5.319297;5.519371;6.868723;7.371084;7.942761;8.859015;9.681005;12.516150;14.095854;15.365887;16.767456;19.855400;21.721308;28.264618;39.297878;44.880688;56.518246;66.515778;77.330925;95.689110;114.794823;0.000000,1.000000;0.993956;0.994824;0.993219;0.990188;0.985695;0.985807;0.986443;0.985910;0.982702;0.986646;0.985884;0.985846;0.983064;0.978924;0.974789;0.971615;0.967035;0.962328;0.967346;0.959725;0.948192;0.951960;0.949992;0.955204;0.962704;0.964890;0.967175;1.000000,0.832154;0.950777;0.959539;0.956715;0.996859;0.997480;0.997327;0.996862;0.996016;0.995639;0.995268;0.995021;0.995011;0.994868;0.994475;0.994167;0.993890;0.993085;0.992410;0.991571;0.986908;0.982979;0.977926;0.969340;0.965440;0.949075;0.946712;0.935910;0.670899,1.0600575288935046,0.034936961162836955,0.8249564225627729,-0.21585332074927638,0.5206666666666667,0.0,0.0,-0.000681744414062858,0.49782009,150.0,0.5136666666666667,0.14,0.7799999999999999,6.001849047284356,49.99999999999999,0.36602014967172714,0.8334873842552056,0.7092353666666666,0.2924873766666667,0.41809692666666665,0.4861882266666667,0.5830925533333333,0.4053542592882098,-0.9965131638349689,-1.5788103342373743
59,Qwen,15,implicature_information,economic,15b,3.63,0.3562695384025574,3.11,1.54,0.3590271241924671,0.0832665422613011,-0.0009057015307696,-0.0219812969257675,0.4314251875246743,0.3957564758559068,0.3234392068927939,0.3571422814521144,0.3692414266498465,2.2957986077856973,0.1173185083036952,0.3795527845395471,0,77.6,48.116940883643046,0.6668681502342224,42.57548568988668,0.9368842161934952,0.6715004896295482,0.000000;1.444474;1.974456;2.726809;3.349971;4.849818;6.681653;6.740875;7.112633;9.029556;9.043357;9.849624;10.607240;11.625150;13.036575;14.435340;15.942567;18.321196;22.156515;34.294933;51.900539;71.167023;85.522324;107.095528;130.318436;154.946503;191.672638;238.843353;0.000000,1.000000;0.991571;0.991962;0.990286;0.985146;0.978922;0.978339;0.978360;0.976726;0.969461;0.979354;0.978175;0.979754;0.975600;0.977068;0.973562;0.969435;0.960619;0.953015;0.916617;0.859708;0.825029;0.817530;0.808226;0.814834;0.840378;0.850349;0.849617;1.000000,0.777777;0.870538;0.902786;0.897954;0.991496;0.993631;0.993001;0.990785;0.987593;0.985497;0.985110;0.984605;0.984497;0.983380;0.983010;0.981781;0.980543;0.979030;0.977476;0.976610;0.968111;0.961709;0.954357;0.945600;0.938476;0.935061;0.938596;0.941013;0.625500,0.5516439961506208,-0.6925342383920454,0.4477769639815965,-0.88835268608851,0.34019047619047627,0.0,0.0,-0.00901427285842272,0.4598488359047618,138.5,0.49990476190476196,0.09019047619047618,0.6672380952380953,6.612061255750713,49.99999999999998,0.2972133819627065,0.7802085429705691,0.8820864447619048,0.4073483223809524,0.31875542285714287,0.3285590033333333,0.36249498619047615,-1.249022893180162,1.7077579961757203,0.24566786686338876
60,Qwen,15,stochastic_information,economic,15c,1.0,0.2133278250694275,3.11,1.54,0.3859429783423741,0.0506762278112761,0.0015460462662594,0.0439035869429544,0.4526666666666666,0.2995945672392844,0.4043025546073913,0.4539318131804465,0.4414782619005756,2.3004610434686006,0.0671743296723784,0.2390540675446392,0,117.1,4.3,0.5688284635543823,55.29054681186018,0.929805182177445,0.6507789287073859,0.000000;1.234060;1.633759;2.316881;2.860368;4.212388;5.757910;5.827681;6.194798;8.171185;8.589818;9.606786;10.393643;11.365490;13.611785;15.504096;17.854046;21.771967;25.901621;37.732849;56.658348;74.576263;90.631119;116.631119;140.135025;166.677231;205.389435;241.274017;300.912170,1.000000;0.993730;0.994444;0.992776;0.989231;0.983835;0.983642;0.983703;0.982157;0.975096;0.981514;0.979283;0.980463;0.976384;0.975122;0.969364;0.961401;0.945304;0.935933;0.899298;0.832297;0.806064;0.794931;0.775325;0.786361;0.814577;0.825907;0.846207;1.000000,0.916464;0.980520;0.982098;0.979533;0.998066;0.998072;0.998038;0.997434;0.995694;0.994126;0.991686;0.990578;0.990468;0.989810;0.987724;0.987934;0.987710;0.986910;0.986385;0.983921;0.978842;0.973877;0.961431;0.954311;0.957413;0.960888;0.963054;0.963205;0.857288,1.590598573502034,0.40755773698140346,1.6626320825840348,0.4408645140060357,0.5753333333333334,0.5526666666666666,0.6248322147651006,0.001546046582336992,0.38594297866666666,150.0,0.5076666666666668,0.338,0.7866666666666666,0.29542796032296065,6.367021194480416,4.406069971873428,0.4852622418315834,0.2899989066666667,0.29807331000000004,0.42334115333333333,0.4526178566666667,0.4656836666666667,-0.8896819841173319,-1.7600628358933168,-0.18112542272475549
1,DeepSeek,1,no_context,social,0,,,4.22,0.67,0.5306612589955331,0.1641431835032074,0.0006309721322291,0.006352868928246,0.5839999999999999,0.513638133853674,0.522153302192688,0.556192340940237,0.5749813976648607,2.2825127938286487,0.20654092722994,0.5957673552135626,0,122.4,3.2310988842807027,0.879239559173584,0.0,1.0000000096136523,1.0,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,0.860697;0.991313;0.997961;0.997131;0.995294;0.992836;0.988562;0.982492;0.975740;0.968302;0.962162;0.959000;0.951528;0.950635;0.947503;0.946923;0.938627;0.930704;0.933436;0.927139;0.927435;0.931870;0.934568;0.946386;0.950309;0.953233;0.955709;0.955910;0.961995;0.960018;0.919825,1.0656810024258014,0.038985953760929636,1.3247379958130057,0.21482663436171542,0.4920000000000001,0.43933333333333346,0.5308724832214765,0.000630972158051467,0.5306612573333332,150.0,0.5033333333333333,0.27399999999999997,0.768,0.43322331789590596,8.178149665977546,4.252396683512222,0.5766947659634727,0.4519915733333333,0.6056623799999998,0.5234349733333333,0.4882361266666667,0.5839812333333334,3.0671410593249435,-0.7157803785092235,0.25125557090147865
2,DeepSeek,1,direct_information,social,1a,4.63,0.4820123612880707,4.22,0.67,0.5025667918523153,0.0746042133552902,-0.0007543549815561,-0.0235091818109211,0.5826666666666667,0.5433095268756152,0.5165977956801652,0.4477930530011654,0.4483785151258895,2.2956635455799117,0.1228040007414526,0.4841255965580543,0,119.8,4.686149805543993,0.8271524906158447,32.30271467470354,0.9275158605267924,0.999999992309078,0.000000;0.848269;1.495697;2.425552;3.670093;4.967251;7.366014;8.228613;11.916166;14.056108;15.235950;17.867113;20.951210;22.564928;23.628317;22.706942;25.391264;28.001320;30.326046;34.757999;39.558437;42.753845;46.496223;53.216637;58.574532;68.814552;76.457169;90.424103;101.898415;119.203278;7.582113,1.000000;0.998050;0.987981;0.986271;0.976709;0.966359;0.939559;0.925065;0.888236;0.864560;0.855207;0.831246;0.831634;0.848860;0.861206;0.891788;0.901748;0.915957;0.928216;0.932557;0.940360;0.943783;0.948139;0.953272;0.953531;0.953098;0.951527;0.948206;0.951331;0.946771;0.931764,0.869457;0.992700;0.998149;0.997317;0.995494;0.993345;0.990038;0.985240;0.979627;0.971767;0.965858;0.962442;0.956302;0.955288;0.952773;0.951295;0.945746;0.938086;0.941487;0.936329;0.939640;0.946648;0.948877;0.958349;0.961604;0.964269;0.966026;0.965537;0.970554;0.969220;0.955760,0.8396916824865979,-0.20964306036997976,0.8893759366739961,-0.149197004571026,0.45133333333333336,0.41200000000000003,0.4845637583892618,-0.0007543548941730761,0.50256679,150.0,0.47766666666666674,0.24133333333333334,0.7186666666666668,0.5620196227498867,1.6765114187530785,0.1532854087610741,0.5685089531820863,0.5092443966666667,0.55811877,0.53543749,0.4634937766666667,0.4465395166666667,1.923289797501103,0.3600673138177262,0.659919637288819
3,DeepSeek,1,implicature_information,social,1b,3.0,0.2775838971138,4.22,0.67,0.4805747034634862,0.0890556559788846,0.0001405825749693,-0.0013550532650191,0.5729206349206348,0.4783587462426651,0.4958428764485177,0.4675224876992759,0.4578070598948551,2.298355155023649,0.0961175723423106,0.3839072655141353,0,124.1,5.166236541235796,0.8583277463912964,31.37238407904102,0.9277731430146002,0.710705909036821,0.000000;1.074807;1.675757;3.012245;4.234966;5.645422;7.904929;8.735967;12.642382;14.181586;15.228269;17.417501;19.933798;22.052250;22.951443;22.580832;25.103107;28.815502;33.067757;36.877731;40.557571;43.326191;46.520058;51.805878;55.483547;64.074593;72.064232;83.178551;94.814674;110.715805;6.866555,1.000000;0.997097;0.984984;0.979348;0.968933;0.956045;0.929964;0.915033;0.874671;0.862523;0.856352;0.833812;0.845094;0.851125;0.866656;0.892365;0.902483;0.912002;0.917386;0.926004;0.938390;0.943929;0.950055;0.957706;0.960070;0.961190;0.959228;0.958219;0.959812;0.956074;0.944417,0.880813;0.992634;0.998191;0.997443;0.995651;0.993618;0.990820;0.986720;0.981835;0.975348;0.970123;0.968118;0.962740;0.961722;0.960257;0.958651;0.953638;0.946120;0.948112;0.942786;0.944599;0.949727;0.952605;0.962017;0.964931;0.967731;0.969513;0.969806;0.974536;0.973775;0.942160,0.9867764444312982,-0.03197745087544022,1.0861300361573396,0.022693911780524025,0.5055873015873017,0.5427619047619048,0.6530791946308725,0.00014058255946757995,0.48057470704761907,147.6,0.5066349206349205,0.26838095238095233,0.7382222222222221,0.34255450113860264,12.293696309031617,0.41418781983733205,0.5414061099937787,0.428845541025641,0.5168377220000001,0.5020730393333334,0.502779074,0.4518666886666667,1.4331575117292075,-0.7870015931014553,0.12977219981978103
4,DeepSeek,1,stochastic_information,social,1c,1.38,0.2038233131170272,4.22,0.67,0.4812432873515146,0.0808302820011015,-0.0001497583825863,-0.0101293974561319,0.5864761904761905,0.4546126835149653,0.5169773880110142,0.47199454793334,0.4522785262046451,2.2862000069396875,0.1883760510938269,0.6044764479746421,0,118.6,8.822698000045111,0.8409614562988281,36.4057691635624,0.9157494806474256,0.6947591016369481,0.000000;0.857789;1.571393;2.735075;4.021027;5.402338;7.482639;8.182384;12.239594;13.730648;14.348374;16.566046;19.710281;22.507727;25.497757;25.719061;29.609238;33.376385;36.581051;40.517941;45.281639;48.998703;53.834663;61.512009;66.150658;77.113037;86.317802;104.209908;117.642136;138.002686;8.858858,1.000000;0.998045;0.986863;0.983738;0.973261;0.960169;0.938171;0.925982;0.883489;0.872336;0.869975;0.848146;0.846484;0.843825;0.835344;0.856919;0.860595;0.876505;0.892742;0.906019;0.920430;0.925139;0.929806;0.937125;0.940461;0.940670;0.937635;0.930431;0.934430;0.927901;0.905597,0.877463;0.993263;0.997718;0.996671;0.994826;0.992642;0.989105;0.984419;0.978912;0.971956;0.966713;0.964215;0.957138;0.956748;0.954470;0.953346;0.947389;0.940656;0.943642;0.938334;0.940985;0.946094;0.949190;0.958988;0.962387;0.965150;0.967147;0.967384;0.971774;0.969815;0.928908,1.035903502676734,0.001885092346047859,1.026034979808545,-0.014997766478226532,0.4858571428571429,0.476,0.5483076625947564,-0.00014975844372300444,0.48124328485714285,149.0,0.48990476190476195,0.2653809523809524,0.7320476190476191,0.6692468027701486,19.51138220613364,2.2988138351345007,0.5378672568067707,0.4320835828571428,0.5119148057142857,0.5421859873809525,0.4714658245238095,0.4485662238095238,1.4263744261008653,-0.8181354197534493,0.17004131823935453
5,DeepSeek,2,no_context,social,0,,,3.56,1.01,0.4758483935667417,0.1443440633747929,0.000814817273938,0.0063622650138647,0.5854919908466819,0.455940826073887,0.4729755850201068,0.4989637094438076,0.514482401215542,2.2756014256792243,0.2500295803350641,0.8279487765875335,0,108.0,20.479257799051215,0.8394572138786316,0.0,0.9999999942318084,1.0,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,0.852553;0.990911;0.993837;0.991583;0.988857;0.985241;0.979564;0.975381;0.969788;0.963457;0.957616;0.952727;0.944299;0.942846;0.940247;0.936478;0.932269;0.927640;0.928714;0.924479;0.929499;0.935176;0.940274;0.950611;0.955935;0.959347;0.961373;0.961874;0.967899;0.967231;0.950622,1.0855166468870363,0.061407600236365566,1.212536507240072,0.16177901139746537,0.5221037376048817,0.6065148741418764,0.46007908935386244,0.0008148170572762061,0.47584837398627,134.5,0.5103562166285277,0.2596834477498093,0.7696430205949657,0.36435705366803955,5.28578644477445,4.410317277916666,0.5481791207417501,0.42804004875000007,0.4979449452380952,0.466098499047619,0.4662249161904762,0.5227255146153846,1.290533979307169,-0.6693524483410326,-0.4435663473904536
6,DeepSeek,2,direct_information,social,2a,4.63,0.4871504306793213,3.56,1.01,0.4139556401190675,0.0896116491660726,-0.0002646894776285,-0.0116799229196431,0.5367550139629348,0.4385431571008027,0.3881664218554476,0.4151767156308453,0.4088770509037653,2.290065137997118,0.1528000062433338,0.4421269374293012,0,112.6,12.59523719506703,0.8623889684677124,38.62903836465651,0.912668074330976,1.0000000096136523,0.000000;1.062164;1.571558;2.715929;4.073909;5.526804;7.157728;7.916486;11.004047;13.725753;14.544663;17.480042;22.313168;23.529131;26.141987;26.331427;29.171730;33.226833;36.972790;43.330311;51.369316;54.838158;59.796875;67.139198;72.907646;85.517097;95.007866;110.731056;122.860680;141.058319;8.477519,1.000000;0.997354;0.987207;0.983241;0.973696;0.960699;0.943483;0.930788;0.898737;0.872431;0.865672;0.835457;0.819892;0.833813;0.837551;0.863594;0.877506;0.892885;0.898199;0.899841;0.904955;0.914059;0.921647;0.927190;0.928155;0.924632;0.922414;0.918624;0.924222;0.920134;0.914631,0.875397;0.992709;0.996438;0.994835;0.992663;0.990433;0.986963;0.983958;0.978730;0.973123;0.969137;0.967352;0.961435;0.961899;0.960562;0.958569;0.955634;0.951581;0.952858;0.947584;0.950120;0.953647;0.956081;0.963520;0.966701;0.968957;0.970597;0.971217;0.975645;0.975114;0.942333,0.9598304996497765,-0.052242319432853526,1.0661352093227046,0.026613049962451934,0.47536620969789284,0.7648731911652703,0.7570360982602463,-0.0002646896978070643,0.4139556415200558,140.5,0.477984513835999,0.2419063214013709,0.7506280781924347,0.4655720159527038,6.46592896250681,2.1721182902879357,0.4960783591309821,0.3898248414285714,0.48901866380952386,0.3808502980952381,0.3960868669047619,0.4139245533333333,-0.8777884325800696,-0.5602724231730261,0.5472075530931614
7,DeepSeek,2,implicature_information,social,2b,3.0,0.2873786687850952,3.56,1.01,0.4462176094952196,0.0672012360669528,0.0001919852671518,0.0006424227670098,0.5933069306930693,0.4186420950872057,0.4724734078193891,0.4471804815693335,0.4600862379373326,2.3015510765570473,0.0455061286379536,0.1676637901489933,1,117.1,8.768694315575154,0.8066532611846924,43.9049319759492,0.8928281741757547,0.6455672267944582,0.000000;1.287655;1.642782;2.689925;4.049797;5.782775;7.711636;8.421346;11.115583;14.071688;14.977678;17.778040;22.452019;24.036585;27.029852;28.036812;32.399269;39.327003;44.774632;53.089828;59.801472;65.244537;71.723648;79.627731;85.657524;97.017540;107.635010;123.784012;139.975464;160.512527;9.398520,1.000000;0.996500;0.985956;0.983001;0.973025;0.954120;0.933016;0.920700;0.892271;0.863603;0.855378;0.824173;0.816419;0.822208;0.824474;0.844560;0.845407;0.843863;0.846223;0.846058;0.867488;0.875390;0.885288;0.895871;0.898613;0.900502;0.898738;0.895644;0.899032;0.894289;0.895863,0.873961;0.992454;0.997381;0.996174;0.994266;0.992115;0.989320;0.985652;0.980856;0.975420;0.970677;0.968801;0.963774;0.963537;0.961798;0.958793;0.954484;0.947869;0.949816;0.946181;0.948825;0.954148;0.958572;0.966246;0.969804;0.972355;0.973908;0.974154;0.977962;0.977630;0.963665,1.1264972456159397,0.07442962616594402,1.0690248673722447,-0.003487658056317,0.5141914191419141,0.6132013201320132,0.5701740898922107,0.0001919856113804591,0.4462175995742574,140.1,0.49468151815181516,0.27406600660066005,0.746993399339934,0.4473575124134121,2.048047458496985,6.173649534737541,0.5120595398044367,0.43836070595238097,0.4013011033333334,0.46947956,0.47666182500000004,0.4454299916666667,0.2983500964169213,-0.4151734562970555,-1.0843157743362792
