model,pooling,layer,standardised,skipped,point,ci_lo,ci_hi,rho_mb,rho_ma,rho_ba,n_boot_valid
llama,mean_pool_hs,27,True,False,0.1708426447971263,0.07341398186981678,0.25153974592685696,0.27948839093515493,0.31478387758416615,0.42048917922079576,1000
llama,mean_pool_hs,28,True,False,0.1664679452593417,0.07300228644162417,0.24516858793795107,0.2737733812325189,0.3095322374205426,0.42048917922079576,1000
llama,mean_pool_hs,29,True,False,0.17222443581067673,0.07411067262291908,0.2521923460066318,0.28450769626653344,0.3251978533893933,0.42048917922079576,1000
llama,mean_pool_hs,30,True,False,0.16258462338587773,0.06381531991064548,0.24644424058496947,0.27252626741745056,0.31518617460629444,0.42048917922079576,1000
llama,mean_pool_hs,31,True,False,0.16173984444712974,0.06002031899988651,0.24746217690408226,0.2713914971124225,0.3140906390192432,0.42048917922079576,1000
llama,mean_pool_hs,32,True,False,0.15178084490289476,0.04580306187272072,0.25546608939766885,0.26979818087167867,0.33279687649610934,0.42048917922079576,1000
llama_base,last_token_hs,0,True,False,,,,,,0.42048917922079576,0
llama_base,last_token_hs,1,True,False,-0.024171299775259635,-0.05749732768163085,0.06228597890585653,0.047251388280523346,0.16382267752976223,0.42048917922079576,1000
llama_base,last_token_hs,2,True,False,-0.020006641964102387,-0.04787586173042655,0.07434872724115849,0.027185542461390124,0.10757040749028356,0.42048917922079576,1000
llama_base,last_token_hs,3,True,False,0.012803077001547683,-0.02251937580294907,0.1038169028237462,0.057739954593285715,0.10985791262212319,0.42048917922079576,1000
llama_base,last_token_hs,4,True,False,0.031040302154695998,-0.015406288136728107,0.12716693356633185,0.06575795984670532,0.08967803407120252,0.42048917922079576,1000
llama_base,last_token_hs,5,True,False,0.02148567537112477,-0.026849155826494095,0.11933356542140244,0.04994120403091668,0.07253134963926604,0.42048917922079576,1000
llama_base,last_token_hs,6,True,False,0.04169502197327419,-0.014526711334474385,0.13444327674806117,0.07603469642935057,0.09123343662221878,0.42048917922079576,1000
llama_base,last_token_hs,7,True,False,0.059702213700359844,-0.008747196127660572,0.16099678836762904,0.11862002073619239,0.15483293632643852,0.42048917922079576,1000
llama_base,last_token_hs,8,True,False,0.07677684441276539,-0.008621022407896816,0.18694789893925187,0.15531919355003015,0.20731362110079976,0.42048917922079576,1000
llama_base,last_token_hs,9,True,False,0.13298131559961462,0.02511960091069341,0.2457968022674322,0.23301034575277035,0.27856225532195,0.42048917922079576,1000
llama_base,last_token_hs,10,True,False,0.16325202229148347,0.04426730209961534,0.26961093470454206,0.2677502482464939,0.30082328417843507,0.42048917922079576,1000
llama_base,last_token_hs,11,True,False,0.1895932544695445,0.048711769748479135,0.3120530292391777,0.30284993211499406,0.33474413701003053,0.42048917922079576,1000
llama_base,last_token_hs,12,True,False,0.19070422731178666,0.03748121727257967,0.32102023959159853,0.31091965733318905,0.35469085420467883,0.42048917922079576,1000
llama_base,last_token_hs,13,True,False,0.19036141794953962,0.011072906409390272,0.34729606583714484,0.3150093212017691,0.3670771848743666,0.42048917922079576,1000
llama_base,last_token_hs,14,True,False,0.17491245508309924,-0.009193357825279237,0.3430882319808006,0.29711827847106764,0.3535668490137375,0.42048917922079576,1000
llama_base,last_token_hs,15,True,False,0.14548591266172478,-0.038540101144462824,0.32262788265943526,0.26522514579589684,0.3349716464944621,0.42048917922079576,1000
llama_base,last_token_hs,16,True,False,0.12557599563739144,-0.06455840487033129,0.30858938992023466,0.24046146084077746,0.31466763700772715,0.42048917922079576,1000
llama_base,last_token_hs,17,True,False,0.12829061882955017,-0.07263109628111124,0.32095551192760463,0.24778814235878857,0.32776141630961403,0.42048917922079576,1000
llama_base,last_token_hs,18,True,False,0.12353690987369183,-0.07480804808437824,0.31741960272192954,0.24239035826430227,0.3242965477924557,0.42048917922079576,1000
llama_base,last_token_hs,19,True,False,0.11436556015918008,-0.08055076263844967,0.31274683699011796,0.23073165406867388,0.31447265361288335,0.42048917922079576,1000
llama_base,last_token_hs,20,True,False,0.11507316531855977,-0.07911732736974954,0.3135527707636356,0.2309371355892134,0.3134260432008925,0.42048917922079576,1000
llama_base,last_token_hs,21,True,False,0.10692639189633427,-0.08543550036847591,0.29984690770506855,0.22128143457355365,0.30664559025530724,0.42048917922079576,1000
llama_base,last_token_hs,22,True,False,0.09662720298029606,-0.07501404602080583,0.2688553765416145,0.20491411682495572,0.2876400643138493,0.42048917922079576,1000
llama_base,last_token_hs,23,True,False,0.0946227360471382,-0.07800597473978996,0.2583264917135238,0.20481962378726587,0.2918157092788431,0.42048917922079576,1000
llama_base,last_token_hs,24,True,False,0.08716987868693997,-0.07438623700290918,0.24173401705920697,0.19410293029406717,0.28110854107595257,0.42048917922079576,1000
llama_base,last_token_hs,25,True,False,0.08907917299203086,-0.07132711727172136,0.24005587249994279,0.19269593933464477,0.2733802255454906,0.42048917922079576,1000
llama_base,last_token_hs,26,True,False,0.09150356130355003,-0.07209295704960823,0.24266035743057726,0.19343496376251398,0.2699126405505047,0.42048917922079576,1000
llama_base,last_token_hs,27,True,False,0.09180554562436913,-0.07058863397687673,0.24265791252255436,0.19361949495397948,0.2697129946705755,0.42048917922079576,1000
llama_base,last_token_hs,28,True,False,0.09156426432658496,-0.07017551809549331,0.23735283128917212,0.19485675233838778,0.27336003502676465,0.42048917922079576,1000
llama_base,last_token_hs,29,True,False,0.0996415175656897,-0.06665184106677771,0.2461297322064638,0.20512755526315293,0.28152841208032575,0.42048917922079576,1000
llama_base,last_token_hs,30,True,False,0.0919229154320745,-0.061629553418606514,0.23377348780632018,0.19072450720439504,0.26217166620799315,0.42048917922079576,1000
llama_base,last_token_hs,31,True,False,0.12153159235698134,-0.05549148870632052,0.2753562740981579,0.23226349683924313,0.3024123258791389,0.42048917922079576,1000
llama_base,last_token_hs,32,True,False,0.19658999835872856,-0.051282487250864504,0.40383150279521934,0.3294517764211508,0.3935388654460912,0.42048917922079576,1000
llama_base,mean_pool_hs,0,True,False,0.12002874685672907,0.054194832872599366,0.18622995875775814,0.1920798808859156,0.20321679315821745,0.42048917922079576,1000
llama_base,mean_pool_hs,1,True,False,0.10260912789275256,0.020354766212403775,0.1711645435541868,0.19314854935438153,0.2446700088914024,0.42048917922079576,1000
llama_base,mean_pool_hs,2,True,False,0.09090937602140338,0.037784081511199476,0.16623669005930425,0.14290681655564236,0.1457976338630232,0.42048917922079576,1000
llama_base,mean_pool_hs,3,True,False,0.11084227266936092,0.04127751830965281,0.17831582129001616,0.18436714712274466,0.20433857286073973,0.42048917922079576,1000
llama_base,mean_pool_hs,4,True,False,0.12332113233764985,0.04354253374040127,0.18494669348001477,0.2146147255454054,0.25295441552023795,0.42048917922079576,1000
llama_base,mean_pool_hs,5,True,False,0.13372468687554848,0.04382228767499328,0.20753979273140427,0.2338210727517553,0.2789852428946031,0.42048917922079576,1000
llama_base,mean_pool_hs,6,True,False,0.16475185343953172,0.06561923753470182,0.23507375083863735,0.26796796832311975,0.29793228371147545,0.42048917922079576,1000
llama_base,mean_pool_hs,7,True,False,0.1895753935598616,0.08596089147031308,0.2539222322404384,0.3020933257682271,0.33268257656222544,0.42048917922079576,1000
llama_base,mean_pool_hs,8,True,False,0.21656993702748475,0.11050490401685238,0.2840793192386627,0.3413116178760717,0.379329156822655,0.42048917922079576,1000
llama_base,mean_pool_hs,9,True,False,0.24131666256236997,0.1297607619315386,0.30951344296336175,0.3702011873809286,0.40412577368884844,0.42048917922079576,1000
llama_base,mean_pool_hs,10,True,False,0.24705658281761272,0.12992261722683907,0.32398688122630115,0.37933182464125853,0.41779666228522927,0.42048917922079576,1000
llama_base,mean_pool_hs,11,True,False,0.27277402334165946,0.14924965612590313,0.35534702986478806,0.40571931294382746,0.43487208770490654,0.42048917922079576,1000
llama_base,mean_pool_hs,12,True,False,0.2835203873915177,0.16608430556952952,0.35905553549528124,0.41862120927156626,0.4489032539600901,0.42048917922079576,1000
llama_base,mean_pool_hs,13,True,False,0.2722704449410528,0.15546059608459473,0.3457979433238506,0.407689177827168,0.4428139123979034,0.42048917922079576,1000
llama_base,mean_pool_hs,14,True,False,0.25898309309010104,0.14407289177179336,0.3358144253492355,0.3939200968734242,0.4331413953945963,0.42048917922079576,1000
llama_base,mean_pool_hs,15,True,False,0.2453945983394258,0.13059821762144566,0.31933556944131847,0.3795575882582849,0.4228249731234634,0.42048917922079576,1000
llama_base,mean_pool_hs,16,True,False,0.22566177478124613,0.10516073778271676,0.3028366148471832,0.35479692272448515,0.3968383960717388,0.42048917922079576,1000
llama_base,mean_pool_hs,17,True,False,0.2258484876258179,0.105692601762712,0.30389441996812816,0.35210751549286046,0.3882957958452373,0.42048917922079576,1000
llama_base,mean_pool_hs,18,True,False,0.21384252620158306,0.09284008704125882,0.2965123549103737,0.3483850206815479,0.40707091834600384,0.42048917922079576,1000
llama_base,mean_pool_hs,19,True,False,0.21093130338781105,0.08579290527850389,0.2998129971325397,0.34361945811311195,0.4000695971745835,0.42048917922079576,1000
llama_base,mean_pool_hs,20,True,False,0.20836025765187183,0.08607786241918802,0.2995559275150299,0.3419437164047774,0.4014377088127801,0.42048917922079576,1000
llama_base,mean_pool_hs,21,True,False,0.19627891906897618,0.0783513942733407,0.2862285807728767,0.3272127888899391,0.38779964312201365,0.42048917922079576,1000
llama_base,mean_pool_hs,22,True,False,0.19508123073963787,0.07813595999032259,0.2918162301182747,0.3254063087134022,0.3854753757559495,0.42048917922079576,1000
llama_base,mean_pool_hs,23,True,False,0.18951531019887183,0.06916271578520536,0.2927393145859241,0.32122421219094255,0.38684573824901486,0.42048917922079576,1000
llama_base,mean_pool_hs,24,True,False,0.18574562249732507,0.06814548093825579,0.29009275883436203,0.3176807335407983,0.38573250001532783,0.42048917922079576,1000
llama_base,mean_pool_hs,25,True,False,0.18679722810836974,0.06927496418356896,0.28690039440989495,0.31706618441629675,0.3814626704222551,0.42048917922079576,1000
llama_base,mean_pool_hs,26,True,False,0.1901147403570993,0.0716022128239274,0.29198384806513783,0.32060313331258566,0.38362434444238425,0.42048917922079576,1000
llama_base,mean_pool_hs,27,True,False,0.19499189264148453,0.07295042593032122,0.2955001786351204,0.3262567027412392,0.3881471652198895,0.42048917922079576,1000
llama_base,mean_pool_hs,28,True,False,0.18986693681233485,0.0684230225160718,0.2904677182435989,0.32188273684353325,0.38789234866100575,0.42048917922079576,1000
llama_base,mean_pool_hs,29,True,False,0.19807871753102355,0.0703099736943841,0.30358239784836766,0.33176535953433256,0.3966620638436497,0.42048917922079576,1000
llama_base,mean_pool_hs,30,True,False,0.20085349815729805,0.0685927364975214,0.3139356106519699,0.3305742524840436,0.3864500206488108,0.42048917922079576,1000
llama_base,mean_pool_hs,31,True,False,0.20227881870067166,0.07018573861569166,0.3168829783797264,0.3346029772530817,0.3947274404901645,0.42048917922079576,1000
llama_base,mean_pool_hs,32,True,False,0.18309509314171224,0.050302617624402045,0.3179235316812992,0.3155535718946235,0.3859933197224634,0.42048917922079576,1000
mistral,last_token_hs,0,True,False,,,,,,0.42048917922079576,0
mistral,last_token_hs,1,True,False,0.04534340709252215,-0.04295442560687661,0.19762618355453004,0.10525318486320114,0.15363450451681335,0.42048917922079576,1000
mistral,last_token_hs,2,True,False,0.013514680065480567,-0.04405455393716693,0.1376742143183946,0.05808828939133848,0.10915792149259382,0.42048917922079576,1000
mistral,last_token_hs,3,True,False,0.05212279242891065,-0.01797758601605892,0.1528857298195362,0.12985246603987258,0.19858646314239065,0.42048917922079576,1000
mistral,last_token_hs,4,True,False,0.058525655964460126,-0.008193397847935557,0.15813271999359127,0.12775834267127423,0.17960420015702186,0.42048917922079576,1000
mistral,last_token_hs,5,True,False,0.07757404267963326,0.01059715976007283,0.16113053336739538,0.1486814165179687,0.18923277602104943,0.42048917922079576,1000
mistral,last_token_hs,6,True,False,0.06046998713372632,-0.008902463503181935,0.14756016880273817,0.1308690210503681,0.1829554633426487,0.42048917922079576,1000
mistral,last_token_hs,7,True,False,0.08440850256254147,-0.0018576721427962183,0.17895032092928884,0.16521760530360624,0.21504901777547705,0.42048917922079576,1000
mistral,last_token_hs,8,True,False,0.09395565592563446,0.020106140431016686,0.17915111035108564,0.1784999901897308,0.2270713159558062,0.42048917922079576,1000
mistral,last_token_hs,9,True,False,0.11864286362446504,0.04151323772966862,0.20198180601000784,0.1962835279093099,0.21689406329917135,0.42048917922079576,1000
mistral,last_token_hs,10,True,False,0.14196596124517194,0.049715214408934116,0.23292895480990408,0.22558525461162832,0.23904065721004622,0.42048917922079576,1000
mistral,last_token_hs,11,True,False,0.18647331649472998,0.07842363677918911,0.2674188375473022,0.2780040421769814,0.2742096709030662,0.42048917922079576,1000
mistral,last_token_hs,12,True,False,0.32353869217268355,0.1808332085609436,0.3935642927885056,0.42640466488690665,0.3637982211258993,0.42048917922079576,1000
mistral,last_token_hs,13,True,False,0.3285542210289146,0.18530015386641024,0.403768865019083,0.43521145683603407,0.37896180988766537,0.42048917922079576,1000
mistral,last_token_hs,14,True,False,0.37178349238280717,0.22326685190200807,0.4399608805775642,0.4755530602975054,0.393447829497249,0.42048917922079576,1000
mistral,last_token_hs,15,True,False,0.38455317835018665,0.24143796898424624,0.45144093334674834,0.48120231096369775,0.37527232483966444,0.42048917922079576,1000
mistral,last_token_hs,16,True,False,0.4040864892098689,0.2569360613822937,0.47749832943081855,0.4993347712785128,0.3815738156569032,0.42048917922079576,1000
mistral,last_token_hs,17,True,False,0.38408729906455763,0.2541303999722004,0.461032547801733,0.47695838436491317,0.36163017792853147,0.42048917922079576,1000
mistral,last_token_hs,18,True,False,0.37498250746040773,0.24272224083542823,0.46351986601948736,0.4643608450705053,0.344864635968902,0.42048917922079576,1000
mistral,last_token_hs,19,True,False,0.33217204654024524,0.21264581233263016,0.4105113260447979,0.4149581500364747,0.3040437999043201,0.42048917922079576,1000
mistral,last_token_hs,20,True,False,0.2956265732034004,0.18183652721345425,0.36480482742190357,0.37545092158276583,0.280647462113212,0.42048917922079576,1000
mistral,last_token_hs,21,True,False,0.26557571434055416,0.15821007117629052,0.33224431127309795,0.3411244075669189,0.257549684142916,0.42048917922079576,1000
mistral,last_token_hs,22,True,False,0.25626532473683866,0.15518176183104515,0.3255767121911049,0.3234200430342361,0.2311824281696713,0.42048917922079576,1000
mistral,last_token_hs,23,True,False,0.247985589260572,0.14795139953494071,0.3175849176943302,0.3141002093290083,0.22571277663446923,0.42048917922079576,1000
mistral,last_token_hs,24,True,False,0.2323305133513218,0.13638631515204908,0.3038331277668476,0.2936501080325421,0.20801528182047904,0.42048917922079576,1000
mistral,last_token_hs,25,True,False,0.21290583885396128,0.1224034283310175,0.28681684136390684,0.2647952371235053,0.17764736629728842,0.42048917922079576,1000
mistral,last_token_hs,26,True,False,0.2028474572759011,0.11335917711257934,0.27596315667033194,0.2536497486788935,0.17206543173266944,0.42048917922079576,1000
mistral,last_token_hs,27,True,False,0.19946503137574814,0.10993633326143026,0.27156274020671844,0.24642145203465834,0.16128002777208622,0.42048917922079576,1000
mistral,last_token_hs,28,True,False,0.19183864661322125,0.10501466486603021,0.2670020997524261,0.23672460521618058,0.15397677049755054,0.42048917922079576,1000
mistral,last_token_hs,29,True,False,0.20407003909493251,0.1081039946526289,0.28289600759744643,0.24645113888607503,0.1508164960577421,0.42048917922079576,1000
mistral,last_token_hs,30,True,False,0.184105441718256,0.10048560872673988,0.2614669665694237,0.2222973894121885,0.13505549083832505,0.42048917922079576,1000
mistral,last_token_hs,31,True,False,0.17499659231543077,0.09455292783677578,0.25092797875404355,0.21208172805053832,0.1299787618857427,0.42048917922079576,1000
mistral,last_token_hs,32,True,False,0.16447140048414027,0.09205822348594665,0.24226814322173595,0.19525699890871775,0.11169432574637561,0.42048917922079576,1000
mistral,mean_pool_hs,0,True,False,0.09436264596153707,0.021388943819329143,0.17332660295069213,0.16793470706356375,0.19988002448855893,0.42048917922079576,1000
mistral,mean_pool_hs,1,True,False,0.08219180069754925,0.012374029820784926,0.20868571549654005,0.09919765497137838,0.05887089266523385,0.42048917922079576,1000
mistral,mean_pool_hs,2,True,False,0.08466290147804814,0.013995295902714136,0.22429584525525567,0.09197403595525307,0.03617182519007743,0.42048917922079576,1000
mistral,mean_pool_hs,3,True,False,0.1020619934704795,0.030949962604790927,0.22507711946964262,0.12891020589822236,0.08718953495696503,0.42048917922079576,1000
mistral,mean_pool_hs,4,True,False,0.11977411135010871,0.05451617352664471,0.20842681042850014,0.1724215114584115,0.15472307729457263,0.42048917922079576,1000
mistral,mean_pool_hs,5,True,False,0.13437626380934983,0.061672164406627414,0.20606225840747355,0.20728085433974403,0.20943576912004594,0.42048917922079576,1000
mistral,mean_pool_hs,6,True,False,0.1568039436080187,0.07201045528054237,0.21858169175684453,0.24413232231005755,0.2532849943699256,0.42048917922079576,1000
mistral,mean_pool_hs,7,True,False,0.1747032125943815,0.08184150289744138,0.2377140000462532,0.27791792679598565,0.30152326294063,0.42048917922079576,1000
mistral,mean_pool_hs,8,True,False,0.19715212004126675,0.09895982313901186,0.2682486727833748,0.3021374971797035,0.31476195030019694,0.42048917922079576,1000
mistral,mean_pool_hs,9,True,False,0.2112076305458395,0.10045981518924237,0.28937939777970306,0.3199343108237965,0.3307909999654364,0.42048917922079576,1000
mistral,mean_pool_hs,10,True,False,0.23906492554742642,0.12395668849349022,0.3186190344393253,0.353714769548354,0.3599361375583982,0.42048917922079576,1000
mistral,mean_pool_hs,11,True,False,0.2753520943123144,0.14752523452043534,0.356354034692049,0.3987726410502836,0.4051749070370659,0.42048917922079576,1000
mistral,mean_pool_hs,12,True,False,0.30660430235483654,0.17951877005398273,0.3797712281346321,0.43016171598524766,0.4237794963631844,0.42048917922079576,1000
mistral,mean_pool_hs,13,True,False,0.3303334650431313,0.193759922683239,0.4065008983016014,0.4519471144462723,0.4319804255766137,0.42048917922079576,1000
mistral,mean_pool_hs,14,True,False,0.33836813008791244,0.20314165130257605,0.4107742942869663,0.45958701003013436,0.43588808143592916,0.42048917922079576,1000
mistral,mean_pool_hs,15,True,False,0.32014796551850694,0.1883487306535244,0.39437038525938983,0.44638066582395397,0.4418881198423404,0.42048917922079576,1000
mistral,mean_pool_hs,16,True,False,0.3014451705143021,0.18069990947842599,0.3812405817210674,0.42642984116836025,0.42551762628061046,0.42048917922079576,1000
mistral,mean_pool_hs,17,True,False,0.29369379046333705,0.1779046144336462,0.3668938674032688,0.4180584336864355,0.4187462880605104,0.42048917922079576,1000
mistral,mean_pool_hs,18,True,False,0.28615932944357975,0.16758903972804545,0.35922600626945494,0.4098671953221438,0.4121764631878406,0.42048917922079576,1000
mistral,mean_pool_hs,19,True,False,0.27153745307415333,0.1508540142327547,0.3453450746834278,0.3933600560920297,0.39797914663351724,0.42048917922079576,1000
mistral,mean_pool_hs,20,True,False,0.25634885798499757,0.13620183765888214,0.3339046239852905,0.3814696677456031,0.4003342581316848,0.42048917922079576,1000
mistral,mean_pool_hs,21,True,False,0.2355203495983683,0.11481063328683376,0.32333156242966654,0.3590414309331141,0.38481226401773205,0.42048917922079576,1000
mistral,mean_pool_hs,22,True,False,0.22710610333063494,0.10473348591476679,0.3183985248208046,0.34837184164996854,0.3740284430759577,0.42048917922079576,1000
mistral,mean_pool_hs,23,True,False,0.2247246181943719,0.1059141229838133,0.3125462919473648,0.34511549475422126,0.37033093162790265,0.42048917922079576,1000
mistral,mean_pool_hs,24,True,False,0.2270130650082118,0.10661078672856092,0.31418819129467007,0.3487340546488816,0.37533458200125547,0.42048917922079576,1000
mistral,mean_pool_hs,25,True,False,0.20708830668476,0.0924770062789321,0.2973719023168087,0.3294227083036111,0.3679337217232879,0.42048917922079576,1000
mistral,mean_pool_hs,26,True,False,0.2108575022421421,0.09745506923645735,0.2955200836062431,0.3328666367488373,0.3686997173167448,0.42048917922079576,1000
mistral,mean_pool_hs,27,True,False,0.209627450925939,0.09345228429883719,0.29790159091353413,0.3324462256414571,0.3704889243254245,0.42048917922079576,1000
mistral,mean_pool_hs,28,True,False,0.20946243802606174,0.08684636298567057,0.2990519382059574,0.334003485999692,0.37541866750814007,0.42048917922079576,1000
mistral,mean_pool_hs,29,True,False,0.2141523922733181,0.08865089882165193,0.30306983515620234,0.34151071406300093,0.3858833493845875,0.42048917922079576,1000
mistral,mean_pool_hs,30,True,False,0.21288288265979563,0.08703497610986233,0.3031521447002888,0.3430477913221693,0.393557663794446,0.42048917922079576,1000
mistral,mean_pool_hs,31,True,False,0.21504238231095033,0.08891347441822291,0.30212202966213225,0.34568232923358483,0.39603305998741567,0.42048917922079576,1000
mistral,mean_pool_hs,32,True,False,0.21387636923520814,0.08562252335250378,0.30728464797139166,0.34797330076734523,0.40575494246068267,0.42048917922079576,1000
qwen,last_token_hs,0,True,False,,,,,,0.42048917922079576,0
qwen,last_token_hs,1,True,False,0.02722284105995398,-0.025806375686079262,0.1323513627052307,0.062171809232520345,0.08935161064588806,0.42048917922079576,1000
qwen,last_token_hs,2,True,False,0.02521759234833373,-0.021990395709872247,0.13096939623355866,0.049671906143897306,0.06382732455567955,0.42048917922079576,1000
qwen,last_token_hs,3,True,False,0.05110977168622435,-0.0003283497440861514,0.15067791603505612,0.09943022466105131,0.1270767421237935,0.42048917922079576,1000
qwen,last_token_hs,4,True,False,0.05241759100391952,-0.0035411025921348476,0.14564852081239213,0.10667139715726606,0.14172322789778782,0.42048917922079576,1000
qwen,last_token_hs,5,True,False,0.0819500896219484,0.005898375506512821,0.1677841559052467,0.17294185480896745,0.2396132098826418,0.42048917922079576,1000
qwen,last_token_hs,6,True,False,0.06771358973906759,-0.017168756760656833,0.15949827171862122,0.15432083550285616,0.22463009070790532,0.42048917922079576,1000
qwen,last_token_hs,7,True,False,0.08968972635983807,-0.0018541867902968079,0.1805619329214096,0.18083719553657168,0.24230567060526076,0.42048917922079576,1000
qwen,last_token_hs,8,True,False,0.1568448078182177,0.0645012328401208,0.22814776562154288,0.26489575126083154,0.30799501580342836,0.42048917922079576,1000
qwen,last_token_hs,9,True,False,0.14468672859851162,0.04428800689056516,0.22038253359496593,0.2501657610822742,0.2968155514308915,0.42048917922079576,1000
qwen,last_token_hs,10,True,False,0.20435097508178643,0.08979266975075006,0.2829068496823311,0.32135671195060633,0.3514397180453036,0.42048917922079576,1000
qwen,last_token_hs,11,True,False,0.2075607639276261,0.10256096702069044,0.28379847705364225,0.3236724317707295,0.3502659343295962,0.42048917922079576,1000
qwen,last_token_hs,12,True,False,0.24692712754033283,0.1436224527657032,0.31206744313240053,0.3646787338481423,0.37290405449764863,0.42048917922079576,1000
qwen,last_token_hs,13,True,False,0.3290035305324022,0.20643691942095757,0.398300515115261,0.4553545918814614,0.4483794231423809,0.42048917922079576,1000
qwen,last_token_hs,14,True,False,0.3732199516805724,0.21575136184692384,0.4652447409927845,0.5145984039120611,0.5526668719025818,0.42048917922079576,1000
qwen,last_token_hs,15,True,False,0.3835346005421839,0.22903659529983997,0.47180609405040735,0.5172451370681918,0.5265665401086415,0.42048917922079576,1000
qwen,last_token_hs,16,True,False,0.40173149832847577,0.24039693213999272,0.48990048542618747,0.5296948422773767,0.5185198205240058,0.42048917922079576,1000
qwen,last_token_hs,17,True,False,0.43045962669708504,0.2572880707681179,0.5396230161190033,0.5483944526258324,0.49958663112171076,0.42048917922079576,1000
qwen,last_token_hs,18,True,False,0.44688151398565024,0.2555184744298458,0.5755884483456611,0.558153618320398,0.48316835154593385,0.42048917922079576,1000
qwen,last_token_hs,19,True,False,0.4892804998322616,0.3003894738852978,0.6369687393307686,0.5720733609731823,0.3870497745326717,0.42048917922079576,1000
qwen,last_token_hs,20,True,False,0.4789784730333329,0.29426986575126646,0.616658230125904,0.5579747856679392,0.3646112002229088,0.42048917922079576,1000
qwen,last_token_hs,21,True,False,0.44874088886783464,0.261112317442894,0.5935749039053916,0.5386415052067305,0.38898826763542477,0.42048917922079576,1000
qwen,last_token_hs,22,True,False,0.41710203139002106,0.2352754108607769,0.5510408475995063,0.5089859060381604,0.37681000500042255,0.42048917922079576,1000
qwen,last_token_hs,23,True,False,0.3657139148732513,0.20595611818134785,0.46888598650693886,0.4543509312849617,0.3378096529333292,0.42048917922079576,1000
qwen,last_token_hs,24,True,False,0.3535443827408285,0.2000851295888424,0.44856393486261364,0.43955432034077396,0.32351449321280534,0.42048917922079576,1000
qwen,last_token_hs,25,True,False,0.33704068173476737,0.1897322554141283,0.4226680651307106,0.4174933811606377,0.2988772841036745,0.42048917922079576,1000
qwen,last_token_hs,26,True,False,0.31946770743671477,0.17371382638812066,0.40279261618852613,0.4051536187740503,0.3076371660290224,0.42048917922079576,1000
qwen,last_token_hs,27,True,False,0.29310819506712277,0.15493536368012428,0.37700502425432203,0.3793130955668029,0.29845512514242917,0.42048917922079576,1000
qwen,last_token_hs,28,True,True,,,,,,,0
qwen,mean_pool_hs,0,True,False,0.060217836395548716,-0.009054582146927713,0.13295595459640025,0.13834945174946575,0.20175911728397752,0.42048917922079576,1000
qwen,mean_pool_hs,1,True,False,0.09990590600813302,0.012210938427597285,0.15989816263318063,0.20523872135428547,0.2812262860225362,0.42048917922079576,1000
qwen,mean_pool_hs,2,True,False,0.08182975694300768,-0.006267798226326704,0.15455356463789938,0.18187413782831313,0.26213871962903434,0.42048917922079576,1000
qwen,mean_pool_hs,3,True,False,0.0939354994733311,0.024803516361862423,0.1570324197411537,0.18105539822562153,0.23349921329839685,0.42048917922079576,1000
qwen,mean_pool_hs,4,True,False,0.0958356309974006,0.0386189273558557,0.17198991887271403,0.1468316187827056,0.14457864754355212,0.42048917922079576,1000
qwen,mean_pool_hs,5,True,False,0.11387679833579346,0.04781034216284752,0.18095882013440132,0.18537210030301454,0.20010419479269057,0.42048917922079576,1000
qwen,mean_pool_hs,6,True,False,0.1279666444776652,0.055496744625270364,0.1988526728004217,0.19916386404068784,0.2032980960148522,0.42048917922079576,1000
qwen,mean_pool_hs,7,True,False,0.16486652044019653,0.07732124738395214,0.22816110029816628,0.25127416326966456,0.2534560346052859,0.42048917922079576,1000
qwen,mean_pool_hs,8,True,False,0.18944122130175972,0.08962781559675932,0.2558383733034134,0.28230825820473726,0.27883098513208326,0.42048917922079576,1000
qwen,mean_pool_hs,9,True,False,0.21787367281618872,0.11187862176448107,0.2817665308713913,0.3237201784632734,0.325329046073175,0.42048917922079576,1000
qwen,mean_pool_hs,10,True,False,0.1995656380172193,0.0917924091219902,0.26979057043790816,0.2936832721683473,0.28578476626990096,0.42048917922079576,1000
qwen,mean_pool_hs,11,True,False,0.21616198653234087,0.11141013950109482,0.2901693798601627,0.3134004398761792,0.3004572358135621,0.42048917922079576,1000
qwen,mean_pool_hs,12,True,False,0.2748484729493589,0.1563572444021702,0.3454299338161945,0.37958515903984236,0.3463926572414593,0.42048917922079576,1000
qwen,mean_pool_hs,13,True,False,0.30565424024599064,0.17852855175733567,0.37716489061713215,0.4117893663589952,0.3653991725696727,0.42048917922079576,1000
qwen,mean_pool_hs,14,True,False,0.33593075779586573,0.1980479434132576,0.4193735793232918,0.45069008711714975,0.41104404820947743,0.42048917922079576,1000
qwen,mean_pool_hs,15,True,False,0.3417274368838386,0.2078695047646761,0.4201735325157642,0.45318670306005143,0.4029056743092775,0.42048917922079576,1000
qwen,mean_pool_hs,16,True,False,0.3846159671799404,0.23524961471557618,0.4615101993083954,0.4938346787880398,0.42208348958687447,0.42048917922079576,1000
qwen,mean_pool_hs,17,True,False,0.4123469045690868,0.25311761274933814,0.49344934150576586,0.5184394110101673,0.4294287957985197,0.42048917922079576,1000
qwen,mean_pool_hs,18,True,False,0.40690314843071,0.24635460339486598,0.4929983258247375,0.5148309426650403,0.43291984696536684,0.42048917922079576,1000
qwen,mean_pool_hs,19,True,False,0.4079844465203142,0.24501851424574853,0.49649509638547895,0.5123808926337189,0.41937164232667035,0.42048917922079576,1000
