model,pooling,layer,standardised,condition,mean_cos,ci_lo,ci_hi
deepseek_v2_lite,mean_pool_hs,1,True,II,-0.016754185780882835,-0.007551055400362697,-0.007472397293928197
deepseek_v2_lite,mean_pool_hs,1,True,SI,-0.013933916576206684,-0.005181275308132133,-0.005085781230126361
deepseek_v2_lite,mean_pool_hs,2,False,DI,0.9682636857032776,0.9667571496032697,0.9689661685783297
deepseek_v2_lite,mean_pool_hs,2,False,II,0.9656513929367065,0.9637575160296145,0.966459022825312
deepseek_v2_lite,mean_pool_hs,2,False,SI,0.9636459350585938,0.9594968666041115,0.9659590580090716
deepseek_v2_lite,mean_pool_hs,2,True,DI,0.014951846562325954,0.02193198166787632,0.021975104884661367
deepseek_v2_lite,mean_pool_hs,2,True,II,-0.005028876941651106,0.0033219938632205195,0.0034040722726766783
deepseek_v2_lite,mean_pool_hs,2,True,SI,-0.004779948387295008,0.0026552763301879168,0.0026938739527034112
deepseek_v2_lite,mean_pool_hs,3,False,DI,0.9912533164024353,0.9904899278776436,0.9916376748920778
deepseek_v2_lite,mean_pool_hs,3,False,II,0.9887260794639587,0.9869317626285327,0.9898575892202187
deepseek_v2_lite,mean_pool_hs,3,False,SI,0.9897398352622986,0.9877048566811645,0.9909490684853305
deepseek_v2_lite,mean_pool_hs,3,True,DI,0.03169269859790802,0.0371144637465477,0.03712186462435143
deepseek_v2_lite,mean_pool_hs,3,True,II,0.028742341324687004,0.022797498854352668,0.025959132208233024
deepseek_v2_lite,mean_pool_hs,3,True,SI,0.011405383236706257,0.0036889899056407834,0.00582858670242664
deepseek_v2_lite,mean_pool_hs,4,False,DI,0.9999919533729553,0.9999910593032837,0.9999922513961792
deepseek_v2_lite,mean_pool_hs,4,False,II,0.9999874234199524,0.9999850988388062,0.9999887347221375
deepseek_v2_lite,mean_pool_hs,4,False,SI,0.9999895095825195,0.9999873042106628,0.9999909837631912
deepseek_v2_lite,mean_pool_hs,4,True,DI,0.037631258368492126,-0.010828604588661781,0.09360833719183373
deepseek_v2_lite,mean_pool_hs,4,True,II,0.08353839069604874,-0.01687860925337373,0.3461134861981065
deepseek_v2_lite,mean_pool_hs,4,True,SI,0.037226900458335876,-0.042292249221678506,0.24227025359492627
deepseek_v2_lite,mean_pool_hs,5,False,DI,0.9999855160713196,0.9999832230729531,0.9999870657920837
deepseek_v2_lite,mean_pool_hs,5,False,II,0.9999774098396301,0.9999704391337628,0.9999809861183167
deepseek_v2_lite,mean_pool_hs,5,False,SI,0.9999806880950928,0.9999722154431859,0.9999844431877136
deepseek_v2_lite,mean_pool_hs,5,True,DI,0.05396965146064758,0.009353826789162642,0.09768305350239997
deepseek_v2_lite,mean_pool_hs,5,True,II,0.08726344257593155,-0.009431270931835926,0.3377190524350974
deepseek_v2_lite,mean_pool_hs,5,True,SI,0.03947098180651665,-0.04041754380838233,0.2241424889708252
deepseek_v2_lite,mean_pool_hs,6,False,DI,0.9999809861183167,0.999978047052411,0.9999827146530151
deepseek_v2_lite,mean_pool_hs,6,False,II,0.9999682307243347,0.9999596840660719,0.9999728202819824
deepseek_v2_lite,mean_pool_hs,6,False,SI,0.999973714351654,0.9999642417783706,0.9999777674674988
deepseek_v2_lite,mean_pool_hs,6,True,DI,0.07022599875926971,0.023461081462275546,0.10601701444342894
deepseek_v2_lite,mean_pool_hs,6,True,II,0.08397985249757767,-0.0062293339715108614,0.30216030993675913
deepseek_v2_lite,mean_pool_hs,6,True,SI,0.040188610553741455,-0.03504987930763261,0.2023929793610746
deepseek_v2_lite,mean_pool_hs,7,False,DI,0.9999740719795227,0.9999705201144585,0.9999765157699585
deepseek_v2_lite,mean_pool_hs,7,False,II,0.999954342842102,0.9999427486852187,0.9999608397483826
deepseek_v2_lite,mean_pool_hs,7,False,SI,0.9999638795852661,0.9999519223692217,0.9999695212752577
deepseek_v2_lite,mean_pool_hs,7,True,DI,0.08568397164344788,0.03736549492581248,0.11534819182610162
deepseek_v2_lite,mean_pool_hs,7,True,II,0.08511073142290115,0.0016647646920706178,0.2754282456885487
deepseek_v2_lite,mean_pool_hs,7,True,SI,0.04637030512094498,-0.029508148070136082,0.19092770000413373
deepseek_v2_lite,mean_pool_hs,8,False,DI,0.999970555305481,0.9999665021896362,0.9999735355377197
deepseek_v2_lite,mean_pool_hs,8,False,II,0.9999493360519409,0.9999378013502206,0.9999556541442871
deepseek_v2_lite,mean_pool_hs,8,False,SI,0.9999596476554871,0.9999479269094426,0.9999653697013855
deepseek_v2_lite,mean_pool_hs,8,True,DI,0.08147161453962326,0.039604729012986756,0.10716521617638998
deepseek_v2_lite,mean_pool_hs,8,True,II,0.07870583236217499,-0.002794544463043503,0.2595017928927922
deepseek_v2_lite,mean_pool_hs,8,True,SI,0.04796873778104782,-0.02834935268466215,0.1889229444504771
deepseek_v2_lite,mean_pool_hs,9,False,DI,0.9999614953994751,0.9999554074244293,0.9999649524688721
deepseek_v2_lite,mean_pool_hs,9,False,II,0.9999301433563232,0.9999164607456221,0.9999383091926575
deepseek_v2_lite,mean_pool_hs,9,False,SI,0.9999454021453857,0.999931361646063,0.9999529123306274
deepseek_v2_lite,mean_pool_hs,9,True,DI,0.09173749387264252,0.05058399316765595,0.11371463670851903
deepseek_v2_lite,mean_pool_hs,9,True,II,0.07662197202444077,-0.0019151864547070157,0.2330479017484542
deepseek_v2_lite,mean_pool_hs,9,True,SI,0.04946385696530342,-0.02365061755001377,0.16059351429580268
deepseek_v2_lite,mean_pool_hs,10,False,DI,0.999948263168335,0.999940737994311,0.9999524354934692
deepseek_v2_lite,mean_pool_hs,10,False,II,0.9999071955680847,0.9998827595989354,0.9999210834503174
deepseek_v2_lite,mean_pool_hs,10,False,SI,0.9999268054962158,0.9999087267865852,0.9999370574951172
deepseek_v2_lite,mean_pool_hs,10,True,DI,0.0973459854722023,0.0517277380015946,0.11748131747076324
deepseek_v2_lite,mean_pool_hs,10,True,II,0.07999713718891144,0.003181004306764798,0.23083927428148818
deepseek_v2_lite,mean_pool_hs,10,True,SI,0.05379578843712807,-0.018413032986336952,0.15531775568833248
deepseek_v2_lite,mean_pool_hs,11,False,DI,0.9999306201934814,0.9999203771350297,0.9999367594718933
deepseek_v2_lite,mean_pool_hs,11,False,II,0.9998809099197388,0.9998526688822974,0.999897598790417
deepseek_v2_lite,mean_pool_hs,11,False,SI,0.9999050498008728,0.9998825641409305,0.9999183416366577
deepseek_v2_lite,mean_pool_hs,11,True,DI,0.09745996445417404,0.05695343916832811,0.113696763457862
deepseek_v2_lite,mean_pool_hs,11,True,II,0.07593457400798798,0.0048797059474302035,0.20561816802504085
deepseek_v2_lite,mean_pool_hs,11,True,SI,0.054396145045757294,-0.0158473995889061,0.148380074366134
deepseek_v2_lite,mean_pool_hs,12,False,DI,0.9999052286148071,0.9998886530758158,0.9999148845672607
deepseek_v2_lite,mean_pool_hs,12,False,II,0.999829113483429,0.9997787052701576,0.9998565912246704
deepseek_v2_lite,mean_pool_hs,12,False,SI,0.9998632669448853,0.9998234005591657,0.9998858129836337
deepseek_v2_lite,mean_pool_hs,12,True,DI,0.11551918834447861,0.07182422647524511,0.1330814974196807
deepseek_v2_lite,mean_pool_hs,12,True,II,0.07550939172506332,0.008008954860834402,0.1864301441825723
deepseek_v2_lite,mean_pool_hs,12,True,SI,0.061542537063360214,-0.00893910003021351,0.1472814158297011
deepseek_v2_lite,mean_pool_hs,13,False,DI,0.9998849034309387,0.9998662534646475,0.9998951554298401
deepseek_v2_lite,mean_pool_hs,13,False,II,0.999794065952301,0.9997394558956967,0.999825213113274
deepseek_v2_lite,mean_pool_hs,13,False,SI,0.9998371601104736,0.9997878860629493,0.9998635588665408
deepseek_v2_lite,mean_pool_hs,13,True,DI,0.10897693783044815,0.07462762149696574,0.1220538077683824
deepseek_v2_lite,mean_pool_hs,13,True,II,0.07149915397167206,0.011455903742873443,0.1586928724560407
deepseek_v2_lite,mean_pool_hs,13,True,SI,0.0576576367020607,-0.004847961345264413,0.13236017698110622
deepseek_v2_lite,mean_pool_hs,14,False,DI,0.9998447299003601,0.9998243765473148,0.9998573660850525
deepseek_v2_lite,mean_pool_hs,14,False,II,0.9997453093528748,0.9996820522082785,0.9997818118644681
deepseek_v2_lite,mean_pool_hs,14,False,SI,0.9998021721839905,0.9997483801762646,0.9998305767465495
deepseek_v2_lite,mean_pool_hs,14,True,DI,0.09376540780067444,0.06918377861188858,0.0982532058069842
deepseek_v2_lite,mean_pool_hs,14,True,II,0.06588836759328842,0.013123104700331383,0.13916970000178333
deepseek_v2_lite,mean_pool_hs,14,True,SI,0.05350572615861893,-0.005578326964087588,0.12450839670987571
deepseek_v2_lite,mean_pool_hs,15,False,DI,0.999797523021698,0.999773763909688,0.9998121917081753
deepseek_v2_lite,mean_pool_hs,15,False,II,0.9996660947799683,0.9995880721037471,0.9997100956531971
deepseek_v2_lite,mean_pool_hs,15,False,SI,0.9997402429580688,0.9996689793086505,0.9997786072924674
deepseek_v2_lite,mean_pool_hs,15,True,DI,0.08852186053991318,0.07122080081719699,0.09235852329792668
deepseek_v2_lite,mean_pool_hs,15,True,II,0.06161124259233475,0.014987106014063804,0.11669689158058902
deepseek_v2_lite,mean_pool_hs,15,True,SI,0.05043137073516846,0.00037792488941333586,0.10554226155763044
deepseek_v2_lite,mean_pool_hs,16,False,DI,0.9997549653053284,0.9997252345887526,0.999772797985161
deepseek_v2_lite,mean_pool_hs,16,False,II,0.9995940923690796,0.9994985362735483,0.99964839220047
deepseek_v2_lite,mean_pool_hs,16,False,SI,0.999677836894989,0.9995857076037731,0.9997277913432447
deepseek_v2_lite,mean_pool_hs,16,True,DI,0.09297723323106766,0.07828737795546638,0.09546921394259161
deepseek_v2_lite,mean_pool_hs,16,True,II,0.06268932670354843,0.018699767743701887,0.1103782647240635
deepseek_v2_lite,mean_pool_hs,16,True,SI,0.04978596419095993,0.0037624642210875533,0.09576299065815203
deepseek_v2_lite,mean_pool_hs,17,False,DI,0.9996703863143921,0.9996273303245383,0.9996951818466187
deepseek_v2_lite,mean_pool_hs,17,False,II,0.9994258284568787,0.999312919124357,0.9994862079620361
deepseek_v2_lite,mean_pool_hs,17,False,SI,0.9995561242103577,0.9994250892315382,0.9996241544155443
deepseek_v2_lite,mean_pool_hs,17,True,DI,0.08977406471967697,0.07711336765393864,0.08967720322586391
deepseek_v2_lite,mean_pool_hs,17,True,II,0.054403141140937805,0.018651920184860202,0.08549438566713057
deepseek_v2_lite,mean_pool_hs,17,True,SI,0.0466562956571579,0.008685085994677358,0.07858014602989438
deepseek_v2_lite,mean_pool_hs,18,False,DI,0.9995608925819397,0.9995141616670641,0.9995882511138916
deepseek_v2_lite,mean_pool_hs,18,False,II,0.9992407560348511,0.999097311819279,0.9993186678335627
deepseek_v2_lite,mean_pool_hs,18,False,SI,0.9994128346443176,0.9992407620666258,0.9995046401558911
deepseek_v2_lite,mean_pool_hs,18,True,DI,0.0847548320889473,0.0713903680490624,0.08213575885568411
deepseek_v2_lite,mean_pool_hs,18,True,II,0.04950983449816704,0.01928272556031705,0.07350165516943917
deepseek_v2_lite,mean_pool_hs,18,True,SI,0.044155776500701904,0.011954738703486269,0.06625800751647921
deepseek_v2_lite,mean_pool_hs,19,False,DI,0.9994534254074097,0.9993867769792846,0.9994913560620957
deepseek_v2_lite,mean_pool_hs,19,False,II,0.9990358352661133,0.9988508059375766,0.9991425318854228
deepseek_v2_lite,mean_pool_hs,19,False,SI,0.9992221593856812,0.998978821314696,0.9993511063033023
deepseek_v2_lite,mean_pool_hs,19,True,DI,0.08866049349308014,0.07614330948106347,0.08663058252830634
deepseek_v2_lite,mean_pool_hs,19,True,II,0.04594004526734352,0.019093671630458286,0.06309096260327841
deepseek_v2_lite,mean_pool_hs,19,True,SI,0.04646987095475197,0.014870425522282417,0.06366085127220736
deepseek_v2_lite,mean_pool_hs,20,False,DI,0.9992151260375977,0.999132954421783,0.9992645922792474
deepseek_v2_lite,mean_pool_hs,20,False,II,0.9987035393714905,0.998514184636065,0.9988076090812683
deepseek_v2_lite,mean_pool_hs,20,False,SI,0.9989344477653503,0.9986550688731115,0.9990866709295299
deepseek_v2_lite,mean_pool_hs,20,True,DI,0.07721269875764847,0.06849455833442654,0.0741531614032511
deepseek_v2_lite,mean_pool_hs,20,True,II,0.038288455456495285,0.017509202761914797,0.04763395558044486
deepseek_v2_lite,mean_pool_hs,20,True,SI,0.03716770187020302,0.014636596590723045,0.04278494884404597
deepseek_v2_lite,mean_pool_hs,21,False,DI,0.9990084171295166,0.9989003612604899,0.9990817367982311
deepseek_v2_lite,mean_pool_hs,21,False,II,0.9983404874801636,0.9980910655160218,0.9984695315361023
deepseek_v2_lite,mean_pool_hs,21,False,SI,0.998649537563324,0.9982794294709751,0.9988517404558309
deepseek_v2_lite,mean_pool_hs,21,True,DI,0.07725375890731812,0.07085786014796333,0.07450414882742
deepseek_v2_lite,mean_pool_hs,21,True,II,0.03296889737248421,0.01690167020319949,0.03658364314989214
deepseek_v2_lite,mean_pool_hs,21,True,SI,0.03796983137726784,0.016703151384548073,0.0399672874012249
deepseek_v2_lite,mean_pool_hs,22,False,DI,0.9988380074501038,0.9987106754352323,0.9989162878012344
deepseek_v2_lite,mean_pool_hs,22,False,II,0.9980255961418152,0.9976437650678389,0.9982330701604091
deepseek_v2_lite,mean_pool_hs,22,False,SI,0.9983600974082947,0.9978466875090741,0.9986341011331406
deepseek_v2_lite,mean_pool_hs,22,True,DI,0.08089687675237656,0.07372521609068347,0.07695292434854199
deepseek_v2_lite,mean_pool_hs,22,True,II,0.030976654961705208,0.018565856289839908,0.030755759631696945
deepseek_v2_lite,mean_pool_hs,22,True,SI,0.03893698751926422,0.018186589776886582,0.03946539477505247
deepseek_v2_lite,mean_pool_hs,23,False,DI,0.99852454662323,0.9983573390887331,0.9986177502448471
deepseek_v2_lite,mean_pool_hs,23,False,II,0.9974836707115173,0.9969940800667979,0.9977638151428199
deepseek_v2_lite,mean_pool_hs,23,False,SI,0.9978345036506653,0.9971777647554069,0.9982034985668782
deepseek_v2_lite,mean_pool_hs,23,True,DI,0.0809420794248581,0.07615098357200627,0.07661124357569878
deepseek_v2_lite,mean_pool_hs,23,True,II,0.027499033138155937,0.022175863387022782,0.023042789281638
deepseek_v2_lite,mean_pool_hs,23,True,SI,0.03504936397075653,0.018525101246214874,0.03211962288083033
deepseek_v2_lite,mean_pool_hs,24,False,DI,0.9978041648864746,0.9975772035925117,0.997933833667413
deepseek_v2_lite,mean_pool_hs,24,False,II,0.9961732625961304,0.9955829422522627,0.9965325474236595
deepseek_v2_lite,mean_pool_hs,24,False,SI,0.9967856407165527,0.9957828937376371,0.9973500087725896
deepseek_v2_lite,mean_pool_hs,24,True,DI,0.08309432119131088,0.0771696418523796,0.07778104440750626
deepseek_v2_lite,mean_pool_hs,24,True,II,0.018998883664608,0.017532071098685615,0.017566221323491674
deepseek_v2_lite,mean_pool_hs,24,True,SI,0.03928511589765549,0.026936521754721495,0.03673160201662576
deepseek_v2_lite,mean_pool_hs,25,False,DI,0.9958003163337708,0.9953901711839191,0.9960452182425792
deepseek_v2_lite,mean_pool_hs,25,False,II,0.992883563041687,0.9918621467194264,0.9935293595499173
deepseek_v2_lite,mean_pool_hs,25,False,SI,0.9937124848365784,0.9918659698853431,0.9947442191611205
deepseek_v2_lite,mean_pool_hs,25,True,DI,0.08049581944942474,0.07521919161081567,0.07637367957245522
deepseek_v2_lite,mean_pool_hs,25,True,II,0.009846717119216919,0.01547581143677235,0.015478313777811954
deepseek_v2_lite,mean_pool_hs,25,True,SI,0.03180659934878349,0.03080160915851593,0.030811620305118685
deepseek_v2_lite,mean_pool_hs,26,False,DI,0.9903504848480225,0.9896600940043525,0.9907351843345118
deepseek_v2_lite,mean_pool_hs,26,False,II,0.9862712025642395,0.9852980401715276,0.9868014916960263
deepseek_v2_lite,mean_pool_hs,26,False,SI,0.9868791699409485,0.9849318092410573,0.9879418210473874
deepseek_v2_lite,mean_pool_hs,26,True,DI,0.07930398732423782,0.0747646167874408,0.07555554237042707
deepseek_v2_lite,mean_pool_hs,26,True,II,0.0008181972079910338,0.01030161976814271,0.010324823793631817
deepseek_v2_lite,mean_pool_hs,26,True,SI,0.02582372911274433,0.027694111689925204,0.0277651694043963
deepseek_v2_lite,mean_pool_hs,27,False,DI,0.9787192344665527,0.9765123358818367,0.9799916109333278
deepseek_v2_lite,mean_pool_hs,27,False,II,0.9753755927085876,0.9726524156170653,0.9767757737652192
deepseek_v2_lite,mean_pool_hs,27,False,SI,0.9760778546333313,0.9745811749686297,0.976925234462524
deepseek_v2_lite,mean_pool_hs,27,True,DI,0.07377304136753082,0.06364522875204287,0.0709149832766519
deepseek_v2_lite,mean_pool_hs,27,True,II,0.01766876131296158,0.022844223305583344,0.022862669204867323
deepseek_v2_lite,mean_pool_hs,27,True,SI,0.033204857259988785,0.037682350724935594,0.03770593033531729
llama,last_token_hs,0,False,DI,1.0,1.0,1.0
llama,last_token_hs,0,False,II,1.0,1.0,1.0
llama,last_token_hs,0,False,SI,1.0,1.0,1.0
llama,last_token_hs,0,True,DI,0.0,0.0,0.0
llama,last_token_hs,0,True,II,0.0,0.0,0.0
llama,last_token_hs,0,True,SI,0.0,0.0,0.0
llama,last_token_hs,1,False,DI,0.9930164217948914,0.9921302563491636,0.9936006255407237
llama,last_token_hs,1,False,II,0.9908189177513123,0.9895355435759472,0.9914899363229825
llama,last_token_hs,1,False,SI,0.9913667440414429,0.9885658851728394,0.9928989529383264
llama,last_token_hs,1,True,DI,0.00795289222151041,-0.0008925475995027748,0.005123806154140347
llama,last_token_hs,1,True,II,0.011118178255856037,-0.0017346738275267008,0.008554402732585436
llama,last_token_hs,1,True,SI,0.018494587391614914,-0.008851463051802986,0.023782579620244344
llama,last_token_hs,2,False,DI,0.9890671968460083,0.9879004812621257,0.9896864088381467
llama,last_token_hs,2,False,II,0.985387921333313,0.9826364388630153,0.9864813772955878
llama,last_token_hs,2,False,SI,0.9860959649085999,0.9824651989444261,0.9878843232628561
llama,last_token_hs,2,True,DI,0.08777540922164917,0.07916321605484543,0.08100540061611977
llama,last_token_hs,2,True,II,0.04177882894873619,0.027315492740756883,0.04121689166205238
llama,last_token_hs,2,True,SI,0.025085492059588432,0.00951266196784395,0.023043707492028914
llama,last_token_hs,3,False,DI,0.9913064241409302,0.9905356209350635,0.9915881619315015
llama,last_token_hs,3,False,II,0.9878221154212952,0.9856099518258107,0.9886906951488693
llama,last_token_hs,3,False,SI,0.9884121417999268,0.9859865186705915,0.9896402990258393
llama,last_token_hs,3,True,DI,0.10922133922576904,0.1020151898275993,0.10656596350064297
llama,last_token_hs,3,True,II,0.0478094220161438,0.035003774057418,0.045117777375485016
llama,last_token_hs,3,True,SI,0.0259772390127182,0.017972666770252325,0.023492532718515258
llama,last_token_hs,4,False,DI,0.9865705966949463,0.985362121792229,0.9870826921685443
llama,last_token_hs,4,False,II,0.9827923774719238,0.9806874766870547,0.9837913000104015
llama,last_token_hs,4,False,SI,0.982627809047699,0.9807004984146657,0.9837112553271954
llama,last_token_hs,4,True,DI,0.10424211621284485,0.09113296121546118,0.1022896082061581
llama,last_token_hs,4,True,II,0.04924484342336655,0.04446305334568925,0.04502778260928531
llama,last_token_hs,4,True,SI,0.02141805738210678,0.022652635350823402,0.02268470116234096
llama,last_token_hs,5,False,DI,0.9819892048835754,0.9798964544083143,0.9834079325695666
llama,last_token_hs,5,False,II,0.9777390360832214,0.9761313339419835,0.9785029221858269
llama,last_token_hs,5,False,SI,0.9783060550689697,0.9762966799490003,0.9791840905948823
llama,last_token_hs,5,True,DI,0.08143898099660873,0.07101213186979509,0.07144947962966086
llama,last_token_hs,5,True,II,0.023604178801178932,0.02474356815219434,0.02479868854114132
llama,last_token_hs,5,True,SI,0.019720271229743958,0.022394945845007896,0.022410916368389162
llama,last_token_hs,6,False,DI,0.98414546251297,0.9817512505263616,0.9858416983045235
llama,last_token_hs,6,False,II,0.9794652462005615,0.9777487920754527,0.9803779844007696
llama,last_token_hs,6,False,SI,0.9800196290016174,0.9780300756502148,0.9810248877368868
llama,last_token_hs,6,True,DI,0.11102239787578583,0.08825277538675114,0.10552267663128669
llama,last_token_hs,6,True,II,0.03321974724531174,0.030006308108576178,0.030139240312499982
llama,last_token_hs,6,True,SI,0.03303354233503342,0.03683820739388466,0.0368413825929049
llama,last_token_hs,7,False,DI,0.9757819771766663,0.9708202820102485,0.9791044689251508
llama,last_token_hs,7,False,II,0.9696529507637024,0.9667056231203262,0.9715587854877956
llama,last_token_hs,7,False,SI,0.9723464250564575,0.9693580180683342,0.9740478497188999
llama,last_token_hs,7,True,DI,0.12478429079055786,0.0973776408824306,0.13640724157001907
llama,last_token_hs,7,True,II,0.015555878169834614,0.017503015697002713,0.01754128080264715
llama,last_token_hs,7,True,SI,0.04406493157148361,0.0435452833771708,0.043580184897207636
llama,last_token_hs,8,False,DI,0.9746649861335754,0.9688635629628514,0.9784451237162033
llama,last_token_hs,8,False,II,0.9679148197174072,0.9644804957930253,0.9702911145956321
llama,last_token_hs,8,False,SI,0.9715092778205872,0.9687541773160425,0.9732046494054971
llama,last_token_hs,8,True,DI,0.1434127241373062,0.10983991681936076,0.15912501559678188
llama,last_token_hs,8,True,II,0.01748201809823513,0.01568235643208037,0.015755205809786007
llama,last_token_hs,8,True,SI,0.06594347208738327,0.06054488942042735,0.06069211367121122
llama,last_token_hs,9,False,DI,0.9704675674438477,0.9645121987356509,0.9743959122877113
llama,last_token_hs,9,False,II,0.9666310548782349,0.9637226818372367,0.9685173670361258
llama,last_token_hs,9,False,SI,0.9684804081916809,0.965340973862362,0.9706654256657727
llama,last_token_hs,9,True,DI,0.19674605131149292,0.13821485143198128,0.23153121407911337
llama,last_token_hs,9,True,II,0.031032444909214973,0.029594285413623075,0.029698101233430148
llama,last_token_hs,9,True,SI,0.10983865708112717,0.09754577280403388,0.10179034367558946
llama,last_token_hs,10,False,DI,0.9654288291931152,0.9566873639003286,0.9714796593102184
llama,last_token_hs,10,False,II,0.9615575671195984,0.9554514683098643,0.9658232264099413
llama,last_token_hs,10,False,SI,0.9619361758232117,0.9565178625684808,0.9657190230100694
llama,last_token_hs,10,True,DI,0.20639491081237793,0.13977675268718992,0.2516547541924493
llama,last_token_hs,10,True,II,0.03957385942339897,0.03282008692622186,0.032959629397799124
llama,last_token_hs,10,True,SI,0.12262394279241562,0.10287536757642454,0.1226801075041294
llama,last_token_hs,11,False,DI,0.9549617767333984,0.9441216218469427,0.9622101311285525
llama,last_token_hs,11,False,II,0.9467341899871826,0.9374230759374269,0.9530866707144782
llama,last_token_hs,11,False,SI,0.9492008090019226,0.9419754278921643,0.954417500942546
llama,last_token_hs,11,True,DI,0.178909569978714,0.11626056979960463,0.22117684203001758
llama,last_token_hs,11,True,II,0.01766294240951538,0.00885461922734977,0.008990872300339804
llama,last_token_hs,11,True,SI,0.10173039138317108,0.07970253616277423,0.10453933201945714
llama,last_token_hs,12,False,DI,0.9545632004737854,0.9434634025935238,0.9618300393828374
llama,last_token_hs,12,False,II,0.9456470012664795,0.935916547850981,0.9521220211680248
llama,last_token_hs,12,False,SI,0.9459723830223083,0.9387592037732718,0.9513644480195625
llama,last_token_hs,12,True,DI,0.209223210811615,0.14373423939514662,0.2578568893016275
llama,last_token_hs,12,True,II,0.02941417321562767,0.022929467260837562,0.02305029449038463
llama,last_token_hs,12,True,SI,0.12232361733913422,0.09894160544640246,0.138214736867276
llama,last_token_hs,13,False,DI,0.9578934907913208,0.9461144832312939,0.9650822214961843
llama,last_token_hs,13,False,II,0.9487593173980713,0.9413563780877217,0.9536561492083994
llama,last_token_hs,13,False,SI,0.9503130316734314,0.9429545580462012,0.9551384654818825
llama,last_token_hs,13,True,DI,0.24027180671691895,0.16416722550402787,0.30440242731269324
llama,last_token_hs,13,True,II,0.03564297407865524,0.028535721823573112,0.0286210304954667
llama,last_token_hs,13,True,SI,0.15892843902111053,0.12680754596138402,0.17736715255226082
llama,last_token_hs,14,False,DI,0.9253264665603638,0.9059119103967316,0.9365236956688484
llama,last_token_hs,14,False,II,0.9102458357810974,0.9007493314602718,0.9163595341089532
llama,last_token_hs,14,False,SI,0.9157195091247559,0.8982070039795219,0.9256713035360806
llama,last_token_hs,14,True,DI,0.2456957846879959,0.17822386295617354,0.3004925380434778
llama,last_token_hs,14,True,II,0.03691491857171059,0.03415957093238832,0.03429541281556704
llama,last_token_hs,14,True,SI,0.19058819115161896,0.14400050860495803,0.21761131564185732
llama,last_token_hs,15,False,DI,0.9179784655570984,0.8994471733929557,0.9312300823452448
llama,last_token_hs,15,False,II,0.8886469006538391,0.8740026531937414,0.8971827439677277
llama,last_token_hs,15,False,SI,0.8948670625686646,0.8709299343730051,0.9084103313168324
llama,last_token_hs,15,True,DI,0.2612931430339813,0.18795436609905675,0.32977902592019537
llama,last_token_hs,15,True,II,0.04436364769935608,0.04586899653077129,0.04589963380683715
llama,last_token_hs,15,True,SI,0.19327378273010254,0.13160429346221977,0.24046791887656016
llama,last_token_hs,16,False,DI,0.9017989635467529,0.8808617799018938,0.9183768212912647
llama,last_token_hs,16,False,II,0.8663632273674011,0.8436444653464785,0.8798233642618668
llama,last_token_hs,16,False,SI,0.8803103566169739,0.854801875266807,0.8938902039309448
llama,last_token_hs,16,True,DI,0.26997828483581543,0.1974166499476194,0.34200308359065423
llama,last_token_hs,16,True,II,0.04240414872765541,0.040460590273141896,0.04053851077803214
llama,last_token_hs,16,True,SI,0.17951445281505585,0.13452388937080312,0.20919201412577956
llama,last_token_hs,17,False,DI,0.8974948525428772,0.8754622529025461,0.9169647805627783
llama,last_token_hs,17,False,II,0.8566228151321411,0.8305037707655145,0.8723548658986519
llama,last_token_hs,17,False,SI,0.8726868629455566,0.8441441815638266,0.8883573936581027
llama,last_token_hs,17,True,DI,0.27512627840042114,0.20460102506553904,0.34705908115015155
llama,last_token_hs,17,True,II,0.046509768813848495,0.042156592011451825,0.04222667317244065
llama,last_token_hs,17,True,SI,0.16998785734176636,0.1226112016100564,0.19548206243394212
llama,last_token_hs,18,False,DI,0.8876368999481201,0.8638201305713142,0.9079667567122123
llama,last_token_hs,18,False,II,0.8230019211769104,0.7958580753483517,0.8396541405731028
llama,last_token_hs,18,False,SI,0.8487445116043091,0.8138420957701834,0.8665905909658267
llama,last_token_hs,18,True,DI,0.2709195911884308,0.20782340639186675,0.3372977691418698
llama,last_token_hs,18,True,II,0.038031578063964844,0.038994356989860535,0.039050388259887665
llama,last_token_hs,18,True,SI,0.14261353015899658,0.11125624903079916,0.15840593916341225
llama,last_token_hs,19,False,DI,0.8674217462539673,0.8407205405288598,0.8886584663425855
llama,last_token_hs,19,False,II,0.8048393130302429,0.774195196763867,0.8212500198076613
llama,last_token_hs,19,False,SI,0.8348356485366821,0.7981973291190447,0.8535282215994849
llama,last_token_hs,19,True,DI,0.24901486933231354,0.19077872512611763,0.30920262845093566
llama,last_token_hs,19,True,II,0.03149121254682541,0.0363326370716095,0.03633811025933348
llama,last_token_hs,19,True,SI,0.1326349377632141,0.10668913099642029,0.1426398798660583
llama,last_token_hs,20,False,DI,0.8568549156188965,0.8308284367099283,0.8793584672198663
llama,last_token_hs,20,False,II,0.7940900325775146,0.7614801625609005,0.8129653129085026
llama,last_token_hs,20,False,SI,0.823276698589325,0.78927885834072,0.8408620676423832
llama,last_token_hs,20,True,DI,0.23407690227031708,0.17679402046418388,0.2937988112387233
llama,last_token_hs,20,True,II,0.02848006971180439,0.03247645124793053,0.03249548771503577
llama,last_token_hs,20,True,SI,0.12397611886262894,0.09895427013835845,0.13402859427105776
llama,last_token_hs,21,False,DI,0.8412756323814392,0.8108250342164869,0.8664679241904539
